孩子今天学习还没来呢，没空呢	ChildNotInHome
呃，最近没时间，他最近有辅导班了	BeginRefuse
嗯，没时间，写完作业十一点了，没时间	ChildNotInHome
好，没时间	ChildNotInHome
他现在正在做作业，没空哎	ChildNotInHome
哦不好意思，没有时间啊	ChildNotInHome
那个我现在不在家了	IamBusy
我最近没时间哦	ChildNotInHome
嗯，好，你发在上面吧	BeginSure
呃，有有有	BeginSure
我没时间哦	BeginRefuse
啊，不用了好的，谢谢啊嗯	BeginRefuse
啊行，那你发过来吧	BeginSure
啊，我不需要啊，谢谢了啊	BeginRefuse
啊，我不需要	BeginRefuse
嗯，最近功课比较忙	ChildNotInHome
嗯，这个不需要	BeginRefuse
哦不好意思，我现在在医院里面，没时间	IamBusy
哦，没有，不听了	BeginRefuse
哦，不好意思啊，没没空了啊	BeginRefuse
不用了，谢谢你哈，美女	BeginRefuse
哦，不需要了啊	BeginRefuse
啊，你不好意思，我们孩子还没上，还没上学呢	HaveNoChildren
啊，暂时没有，谢谢	BeginRefuse
啊，不用了，谢谢	BeginRefuse
嗯，没有，孩子没在屋里头	BeginRefuse
啊，不用不用，不用	BeginRefuse
嗯，什么时间？	AllSubjectAllTime
什么时候呀？	AllSubjectAllTime
嗯，这个嗯，在什么时候啊	AllSubjectAllTime
操你妈呢你	dirty
嗯，你怎么有我电话的呀？	WherePhoneFrom
干什么的，你那个是叫什么，你刚刚说是你们是做什么的	WhoAreYou
什么，叫什么，你那个机构叫什么	WhoAreYou
你哪里啊？	WhoAreYou
嗯，就什么课，就是哪门的，哪科，哪一科	WhatTheCaurse
你是机器人吗，说的话一模一样	IsRobot
你那多少钱啊	IsFree
你刚刚说什么	DontCatch
不用的	CommonRefuse
现在上初一	WhichGradeSure
哦，我现在没时间，我小孩现在还才那个刚刚生了几天	HaveNoChildren
你是哪的？	WhoAreYou
他数学的话，稍微就是应用题那块，有点差。	WhichSubjectPoorSure
弱一点，就是语文吧	WhichSubjectPoorSure
嗯，数学吧	WhichSubjectPoorSure
数学比较弱一点	WhichSubjectPoorSure
哦，他是数学比较差	WhichSubjectPoorSure
数学	WhichSubjectPoorSure
嗯，初一的那语文不咋太好	WhichSubjectPoorSure
科目弱一点的语文吧	WhichSubjectPoorSure
嗯语文作文	WhichSubjectPoorSure
英语和语文	WhichSubjectPoorSure
嗯，好像就差不多吧，语文数学都差不多吧	WhichSubjectPoorNeutral
数学有点不会	WhichSubjectPoorSure
嗯，就是二年级那个孩子的数学不好，还有语文都不好	WhichSubjectPoorNeutral
哎，好像是数学吧	WhichSubjectPoorSure
呃，语文的	WhichSubjectPoorSure
数学和英语	WhichSubjectPoorSure
阅读和作文这方面	WhichSubjectPoorSure
数学英语	WhichSubjectPoorSure
嗯，还都还好	WhichSubjectPoorNeutral
都差不多吧	WhichSubjectPoorNeutral
我也不知道她啊真是，我闺女刚出去	ChildNotInHome
嗯，科目嘛两个都差不多，不是很好，也不弱，就是	WhichSubjectPoorNeutral
现在差不多	WhichSubjectPoorNeutral
他都行，差不多都	WhichSubjectPoorNeutral
都差不多吧	WhichSubjectPoorNeutral
都还可以	WhichSubjectPoorNeutral
历史	SubjectNotSupport
我说一个小时多少钱	IsFree
我现在没工夫好吗，谢谢	IamBusy
我说话快，听不懂啊	DontCatch
我说，我们家在网上，已经报了名。	CommonRefuse
好，再见拜拜	CommonRefuse
好嘞，再见	CommonRefuse
啊，不需要	CommonRefuse
嗯，我现在有事在外面，电话不方便，挂了啊	IamBusy
可以呀，怎么体验	HowHaveClass
我问你，这个需要多少钱	IsFree
就是你比方说上课吧，在什么地方上啊	HowHaveClass
是怎么听，在手机上听吗	HowHaveClass
我说怎么体验	HowHaveClass
嗯，这个是免费的吗这个	IsFree
呃，多长时间？	HowLongTime
怎么听呢？	HowHaveClass
从我的手机上看？	HowHaveClass
咱们这课是怎么上的呀？	HowHaveClass
七点在手机上看是吧？	HowHaveClass
明天七点？可能不太合适，我呢，没有孩子，我也不上学	HaveNoChildren
七点看什么？	DontCatch
什么意思？	DontCatch
啊，可以可以，得上哪儿听啊	HowHaveClass
干什么呀这是，预约课？	AFreeLession
这样吧，我以后有时间的话，再联系您可以吧	IamBusy
行，那我晚一点再你聊吧，好不好，我还有事	IamBusy
你们那个要钱吧，不要收钱吧	IsFree
那肯定是不方便，现在是情况还不那个什么呀，我就特殊情况，那也等有时间让我联系好不	IamBusy
多少钱？你们要不要收钱？	IsFree
